Date,AA,INTC,JPM,PG,^GSPC
02/15/2023,47.130455017089844,28.15839385986328,136.68243408203125,132.2510986328125,4147.60009765625
02/16/2023,47.48094940185547,27.523975372314453,134.8004150390625,130.51895141601562,4090.409912109375
02/17/2023,45.650634765625,26.948116302490234,135.19964599609375,133.25039672851562,4079.090087890625
02/21/2023,46.799442291259766,25.435274124145508,132.7188262939453,133.15521240234375,3997.340087890625
02/22/2023,47.685386657714844,24.859418869018555,131.7017822265625,133.71673583984375,3991.050048828125
02/23/2023,46.692344665527344,24.996061325073242,132.7568359375,133.2884521484375,4012.320068359375
02/24/2023,45.22226333618164,24.53732681274414,133.95448303222656,132.53660583496094,3970.0400390625
02/27/2023,46.770233154296875,24.303081512451172,135.12359619140625,132.42239379882812,3982.239990234375
02/28/2023,47.64645004272461,24.332365036010742,136.25469970703125,130.91868591308594,3970.14990234375
03/01/2023,50.28482437133789,24.722776412963867,135.49429321289062,131.0138702392578,3951.389892578125
03/02/2023,52.27089309692383,25.57192039489746,134.0875244140625,133.1742401123047,3981.35009765625
03/03/2023,54.05253601074219,25.76712417602539,136.54934692382812,134.14500427246094,4045.639892578125
03/06/2023,52.365211486816406,25.366952896118164,135.7509307861328,133.573974609375,4048.419921875
03/07/2023,48.93206787109375,24.917980194091797,131.75880432128906,130.91868591308594,3986.3701171875
03/08/2023,49.76110076904297,25.35719108581543,130.9794158935547,130.93771362304688,3992.010009765625
03/09/2023,46.71808624267578,25.80616569519043,123.88865661621094,129.9764862060547,3918.320068359375
03/10/2023,43.80186080932617,26.567462921142578,127.03478240966797,130.56654357910156,3861.590087890625
03/13/2023,43.60679626464844,26.303937911987305,124.75358581542969,131.4706573486328,3855.760009765625
03/14/2023,43.48975372314453,27.338529586791992,127.95679473876953,133.09812927246094,3919.2900390625
03/15/2023,38.78868865966797,27.728940963745117,121.91158294677734,134.98252868652344,3891.929931640625
03/16/2023,39.7445068359375,29.45650863647461,124.27835083007812,135.99134826660156,3960.280029296875
03/17/2023,38.183990478515625,29.095378875732422,119.58284759521484,136.02940368652344,3916.639892578125
